question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori,before,score_bin
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,memiliki fungsi krusial untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa di dalam tubuh serta proses untuk membentuk jaringan sel struktural dan juga organ organ dalam tubuh glukosa dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi glukosa yang utama adalah sebagai pemasok energi dalam 1 gram glukosa mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi makanan ber glukosa dan serat tinggi dapat membantu memperlancar proses pada pencernaan karena sifat kandungan yang ada dalam glukosa yang manis maka fungsi glukosa kali ini adalah sebagai pemanis alami khususnya dengan kandungan monosakarida dan disakarida fungsi glukosa juga berperan penting untuk mengoptimalkan kerja protein karena apabila tubuh mengalami kekurangan asupan glukosa maka protein akan menggantikan fungsi glukosa sebagai penghasil energi dan zat pembentuk tubuh,79,analisis_essay,analisis_essay-1,0.79,1,lifestyle,mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa di dalam tubuh serta proses untuk membentuk jaringan sel struktur dan juga organ organ dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi dalam 1 gram karbohidrat mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi makanan ber karbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan karena sifat kandungan yang ada dalam karbohidrat yang manis maka fungsi karbohidrat kali ini adalah sebagai pemanis alami khususnya dengan kandungan monosakarida dan disakarida fungsi karbohidrat juga berperan penting untuk mengoptimalkan kerja protein karena apabila tubuh mengalami kekurangan asupan karbohidrat maka protein akan menggantikan fungsi karbohidrat sebagai penghasil energi dan zat pembentuk tubuh,70-79
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,kesehetan pertumbuhan,3,analisis_essay,analisis_essay-1,0.03,1,lifestyle,kesehetan pertumbuhan,0-9
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,tenaga medis rangka dan tubuh,8,analisis_essay,analisis_essay-1,0.08,1,lifestyle,tenaga kesehatan tulang dan tubuh,0-9
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,glukosa memiliki fungsi krusial bagi proses metabolisme atau proses yang bertugas menyeimbangkan asam dan basa dalam tubuh glukosa dapat mencegah terjadinya penyimpangan proses oksidasi lemak fungsi glukosa yang utama adalah sebagai sumber energi makanan mengandung karbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,82,analisis_essay,analisis_essay-1,0.82,1,lifestyle,karbohidrat mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi makanan berkarbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,80-89
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,agar badan menjadi berkilau dan bugar prima,10,analisis_essay,analisis_essay-1,0.1,1,lifestyle,agar tubuh menjadi bersemangat dan sehat kuat,0-9
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sebagai sumber energi tubuh mengendalikan berat badan karbohidrat untuk mencegah penyakit memelihara kesehatan jantung mendukung fungsi pencernaan meningkatkan penyerapan nutrisi mencegah kerusakan otot mengatur kenaikan kadar gula dalam darah mencukupi kebutuhan fitonutrien mendukung fungsi otak mengatasi kecemasan,53,analisis_essay,analisis_essay-1,0.53,1,lifestyle,sebagai sumber energi tubuh mengendalikan berat badan karbohidrat untuk mencegah penyakit memelihara kesehatan jantung mendukung fungsi pencernaan meningkatkan penyerapan nutrisi mencegah kerusakan otot mengatur kenaikan kadar gula dalam darah mencukupi kebutuhan fitonutrien mendukung fungsi otak mengatasi kecemasan,50-59
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,kegunaannya adalah sebagai pemasok energi dalam 1 gram karbohidrat mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi,26,analisis_essay,analisis_essay-1,0.26,1,lifestyle,kegunaannya adalah sebagai pemasok energi dalam 1 gram karbohidrat mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi,20-29
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,1 tenaga 2 energi 3 makanan 4 nasi,13,analisis_essay,analisis_essay-1,0.13,1,lifestyle,1 tenaga 2 energi 3 makanan 4 nasi,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,mendapat energi,13,analisis_essay,analisis_essay-1,0.13,1,lifestyle,mendapat tenaga,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,mendapat tenaga,13,analisis_essay,analisis_essay-1,0.13,1,lifestyle,mendapat tenaga,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,Glukosa memiliki peranan krusial untuk proses metabolisme atau proses yang bertugas menyeimbangkan keasaman dan kebasaan dalam tubuh glukosa dapat meminimalisir terjadinya ketidaklancaran proses oksidasi lemak fungsi glukosa yang utama adalah sebagai sumber energi makanan mengandung karbohidrat dan serat tinggi dapat membantu memfasilitasi proses pada pencernaan,82,analisis_essay,analisis_essay-1,0.82,1,lifestyle,karbohidrat mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi makanan berkarbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,80-89
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber tenaga pemanis alami menjaga sistem imun dan sebagai keseimbangan tubuh,27,analisis_essay,analisis_essay-1,0.27,1,lifestyle,sumber tenaga pemanis alami menjaga sistem imun dan sebagai keseimbangan tubuh,20-29
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,Glukosa memainkan peranan krusial untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh glukosa dapat mencegah terjadinya ketidakoptimalan proses oksidasi lemak fungsi glukosa yang utama adalah sebagai pemasok energi makanan berglukosa dan serat tinggi dapat membantu memperlancar proses pada pencernaan,82,analisis_essay,analisis_essay-1,0.82,1,lifestyle,karbohidrat mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi makanan berkarbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,80-89
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,menambah energi dalam tubuh untuk proses metabolisme memperlancar proses pencernaan untuk mengoptimalkan kerja protein,35,analisis_essay,analisis_essay-1,0.35,1,lifestyle,menambah energi dalam tubuh untuk proses metabolisme memperlancar proses pencernaan untuk mengoptimalkan kerja protein,30-39
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sebagai tenaga untuk mengganjel perut untuk kesehatan agar tidak kelaparan,28,analisis_essay,analisis_essay-1,0.28,1,lifestyle,sebagai tenaga untuk mengganjel perut untuk kesehatan agar tidak kelaparan,20-29
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber daya tubuh mengatur komposisi badan,15,analisis_essay,analisis_essay-1,0.15,1,lifestyle,sumber energi tubuh mengendalikan berat badan,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,zat gula sebagai sumber tenaga bagi tubuh manusia,19,analisis_essay,analisis_essay-1,0.19,1,lifestyle,karbohidrat sebagai sumber energi bagi tubuh manusia,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,mempertahankan metabolisme tubuh mempertahankan keseimbangan stamina tetap stabil membuat seseorang bergairah dan mempertahankan keseimbangan tubuh terutama keasaman tubuh,13,analisis_essay,analisis_essay-1,0.13,1,lifestyle,menjaga metabolisme tubuh menjaga menjaga stamina tetap stabil membuat seseorang bergairah dan menjaga keseimbangan tubuh terutama keasaman tubuh,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber tenaga sumber kalori membentuk massa otot memperkuat tulang,15,analisis_essay,analisis_essay-1,0.15,1,lifestyle,sumber tenaga sumber kalori membentuk massa otot memperkuat tulang,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,Glukosa memegang peranan krusial untuk proses metabolisme atau proses yang bertugas menyeimbangkan keasaman dan kebasaan dalam tubuh glukosa dapat menghindarkan dari kelalaian proses oksidasi lemak fungsi glukosa yang utama adalah sebagai sumber energi makanan berglukosa dan serat tinggi dapat membantu menunjang proses pada pencernaan,82,analisis_essay,analisis_essay-1,0.82,1,lifestyle,karbohidrat mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi makanan berkarbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,80-89
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,glukosa memiliki fungsi krusial untuk metabolisme atau proses yang bertugas menyeimbangkan asam dan basa dalam tubuh glukosa dapat meminimalisir terjadinya gangguan proses oksidasi lemak fungsi glukosa yang utama adalah sebagai sumber energi makanan berglukosa dan serat tinggi dapat membantu memperlancar proses pada pencernaan,82,analisis_essay,analisis_essay-1,0.82,1,lifestyle,karbohidrat mempunyai peran penting untuk proses metabolisme atau proses yang berfungsi sebagai penyeimbang asam dan basa dalam tubuh karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak fungsi karbohidrat yang utama adalah sebagai pemasok energi makanan berkarbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan,80-89
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,untuk sumber energi untuk pembentuk sel sebagai sumber tenaga sebagai pembentuk daging,19,analisis_essay,analisis_essay-1,0.19,1,lifestyle,untuk sumber energi untuk pembentuk sel sebagai sumber tenaga sebagai pembentuk daging,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber daya tubuh mengendalikan berat badan karbohidrat untuk mencegah penyakit memelihara kesehatan jantung mendukung fungsi pencernaan meningkatkan penyerapan nutrisi mencegah kerusakan jaringan otot mengatur kenaikan kadar gula dalam darah mencukupi kebutuhan fitonutrien mendukung fungsi otak mengatasi kegelisahan,54,analisis_essay,analisis_essay-1,0.54,1,lifestyle,sumber energi tubuh mengendalikan berat badan karbohidrat untuk mencegah penyakit memelihara kesehatan jantung mendukung fungsi pencernaan meningkatkan penyerapan nutrisi mencegah kerusakan jaringan otot mengatur kenaikan kadar gula dalam darah mencukupi kebutuhan fitonutrien mendukung fungsi otak mengatasi kecemasan,50-59
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,mendapat kekuatan,13,analisis_essay,analisis_essay-1,0.13,1,lifestyle,mendapat tenaga,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,untuk membuat kenyang agar tidak lapar agar kuat dan sehat dapat melakukan aktivitas,18,analisis_essay,analisis_essay-1,0.18,1,lifestyle,untuk membuat kenyang agar tidak lapar agar kuat dan sehat dapat melakukan aktivitas,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,membuat tubuh tahan banting agar membuat tubuh terlihat bugar agar badan tidak lemas agar tetap sehat,7,analisis_essay,analisis_essay-1,0.07,1,lifestyle,membuat tubuh tahan banting agar membuat tubuh terlihat bugar agar badan tidak lemas agar tetap sehat,0-9
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber energi tubuh mengendalikan berat badan,15,analisis_essay,analisis_essay-1,0.15,1,lifestyle,sumber energi tubuh mengendalikan berat badan,10-19
