question,reference_answer,answer,score,dataset,dataset_num,normalized_score,similarity_0,predicted_score_0,predicted_score_1,predicted_score_2
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,nyalakan lilin duduk di alam terbuka mendengarkan kata kata yang menginspirasi membaca menulis setiap 15 menit sekali menatap ke luar mendrngarkan lagu mengobrol bersama teman,12,analisis_essay,analisis_essay-4,0.12,0.17405939,0.201578,0.23691271,0.19410881
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,berolahraga kuliner curhat melakukan hal bermanfaat manjakan diri kamu setelah deadline ubah lingkungan sekitar istirahat saat mulai jenuh gabungkan tugas dengan sesuatu yang kamu sukai,12,analisis_essay,analisis_essay-4,0.12,0.028299239,0.06114645,0.13710053,0.1255865
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,melihat novie,7,analisis_essay,analisis_essay-4,0.07,-0.038171545,-0.0028943457,0.07533257,0.023376564
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,berdoa sebelum mengawali pekerjaan makan secara teratur minum secara teratur istirahatkan badan jika terasa capek istirahatkan mata jika terasa pedih jangan tidur terlalu malam jadikan belajar sebagai kegiatan yang menyenangkan sering lihat pemandangan di luar ruangan,23,analisis_essay,analisis_essay-4,0.23,0.24975826,0.27450955,0.21606031,0.24203967
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,digunakan untuk transfer data berupa file dan data,29,analisis_essay,analisis_essay-40,0.29,0.2039752,0.23040017,0.2485386,0.2186484
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi personal area networks atau pan tanpa kabel bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar menukar informasi di antara peralatan peralatan spesifiksi dari peralatan bluetooth ini dikembangkan dan didistribusikan oleh kelompok bluetooth special interest group,64,analisis_essay,analisis_essay-40,0.64,0.47896802,0.49534002,0.49603683,0.44263634
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya bluetooth umumnya digunakan di handphone komputer atau pc tablet dan lain lain,29,analisis_essay,analisis_essay-40,0.29,0.29287624,0.31605124,0.30968803,0.36550543
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,bluetooth adalah teknologi jaringan tanpa kabel yang berjarak pendek untuk menghubungkan 2 alat,29,analisis_essay,analisis_essay-40,0.29,0.29485545,0.3179581,0.3030963,0.29444885
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,membuat daftar belanjaan tidak membeli barang tidak berguna membawa uang pas memilih barang yang tepat,22,analisis_essay,analisis_essay-5,0.22,0.153447,0.18171915,0.25856242,0.24541758
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,1 memperhatikan uang di dompet 2 membeli barang secukupnya 3 mencatat barang barang yang mau di beli 4 membeli barang yang harga murah 5 menuju tempat penjual yang dekat 6 menghindari tempat yang rame,30,analisis_essay,analisis_essay-5,0.3,0.3542797,0.37520996,0.27677083,0.3327913
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,jangan terlalu menghabiskan uang untuk satu barang belanjalah jika ada banyak diskon belanja seperlunya dan direncanakan ingin belanja apa saja hemat jangan belanja tergantung pada satu toko saja,30,analisis_essay,analisis_essay-5,0.3,0.3052325,0.32795578,0.24861215,0.25787708
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,memilih barang sesuai dengan kebutuhan,13,analisis_essay,analisis_essay-5,0.13,0.084024675,0.11483472,0.14564033,0.1540473
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,meneliti apa yang dibutuhkan,8,analisis_essay,analisis_essay-5,0.08,0.11375681,0.14347993,0.0403997,0.0710799
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,pilih barang sesuai kebutuhan cek barang yang akan di beli cek kadaluarsa barang hindari belanja online jika tidak mengerti beli barang sesuai uang yang dibawa hindari membeli barang secara terburu buru,45,analisis_essay,analisis_essay-5,0.45,0.2206169,0.24643351,0.313716,0.3051862
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,hedonism adalah pandangan bahwa kesenangan merupakan tujuan hidup dan tindakan manusia,22,analisis_essay,analisis_essay-6,0.22,0.3543356,0.3752638,0.25859421,0.30192617
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup mewah gaya hidup yang berlebihan tak sesuai dengan pendapatan,26,analisis_essay,analisis_essay-6,0.26,0.21804634,0.24395691,0.18659557,0.17375474
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup yang boros dan mengikuti trend yang sedang naik,23,analisis_essay,analisis_essay-6,0.23,0.1609605,0.18895797,0.15590945,0.1313142
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hedonism adalah pandangan hidup yang menganggap bahwa kesenangan dan kenikmatan materi adalah tujuan utama hidup,42,analisis_essay,analisis_essay-6,0.42,0.45434603,0.47161815,0.35314777,0.39444175
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup hedonism adalah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,10,analisis_essay,analisis_essay-6,0.1,0.124704875,0.15402776,0.14166719,0.15948553
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,saya tidak tahu,0,analisis_essay,analisis_essay-6,0.0,-0.0028412538,0.03114437,0.0,0.026495667
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,tujuh keajaiban dunian yang berada di indonesia,8,analisis_essay,analisis_essay-7,0.08,0.06718534,0.09861098,0.072944984,0.040444702
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi yang berbasis agama budha masuk sebagai 7 keajaiban dunia dibangun pada masa raja syailendra ditemukan pertama kalinya oleh peneliti asal belanda terletak di magelang daerah istimewa yogyakarta,42,analisis_essay,analisis_essay-7,0.42,0.31146687,0.33396226,0.32275534,0.28242612
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,sejarah candi borobudur adalah sebuah candi yang berada di daerah istimewa yogyakarta jawa tengah,19,analisis_essay,analisis_essay-7,0.19,0.19817367,0.22481073,0.25058526,0.22693498
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudur terletak di jawa tengah,13,analisis_essay,analisis_essay-7,0.13,0.16067922,0.18868698,0.14054911,0.12548144
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800 an masehi pada masa pemerintahan wangsa syailendra,81,analisis_essay,analisis_essay-7,0.81,0.8881324,0.8895465,0.803425,0.7231206
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,prambanan,0,analisis_essay,analisis_essay-7,0.0,0.03541405,0.068001166,0.06265009,0.0
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tidak boleh pulang malam over protective memonitoring orang tua jujur dan adil,20,analisis_essay,analisis_essay-8,0.2,0.21424893,0.24029833,0.18860082,0.140475
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,respek dan kebebasan pribadi jadikan rumah tangga nyaman dan menarik hargai kemandiriannya diskusikan tentang berbagai masalah berikan rasa aman kasih sayang dan perhatian anak anak lain perlu di mengerti beri contoh perkawinan yang bahagia,26,analisis_essay,analisis_essay-8,0.26,0.40910983,0.42803565,0.4099741,0.47877482
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,memahami apa artinya hidup mengajarkan norma agama mengajarkan norma asusila mengajarkan norma sosial mengajarkan batas batasan yang ada,27,analisis_essay,analisis_essay-8,0.27,0.25840575,0.2828409,0.23855953,0.22272864
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tegas disiplin bijaksana arif jujur ramah beriman,12,analisis_essay,analisis_essay-8,0.12,0.16620149,0.19400737,0.13880952,0.120806724
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengawasi teman teman anaknya memberikan pengetahuan dan pengarahan tentang pergaulan remaja mengawasi gadget anaknya masing masing agar dapat mengontrol pergaulan anak mengajak anak untuk senantiasa berbuat baik tidak memarahi anak melainkan memberikan nasehat mengajarkan anak untuk selalu bertanggungjawab dengan kewajibannya memberikan hak anak sesuai dengan haknya,43,analisis_essay,analisis_essay-8,0.43,0.42885596,0.4470599,0.38575608,0.49652633
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,jangan bercerai dengan istri suami mengontrol sikapnya tehadap orang tua memberikan ilmu agama kepadanya memberikan kasih sayang terhadap anak mempererat hubungan antara orang tua dan anak mengetahui prilaku dari temannya mengetahui kegiatan sehari hari yang dilakukan temannya,53,analisis_essay,analisis_essay-8,0.53,0.3605468,0.38124794,0.3606575,0.45134947
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan dengan gizi yang seimbang dan cukup untuk tubuh,19,analisis_essay,analisis_essay-9,0.19,0.07640452,0.10749313,0.12157304,0.124016985
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,4 sehat 5 sempurna adalah makanan pokok lauk pauk buah buahan sayuran susu,41,analisis_essay,analisis_essay-9,0.41,0.32639742,0.34834698,0.3280579,0.45403478
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan yang mengandung banyak nutrisi bagi tubuh kita agar tubuh menjadi sehat,12,analisis_essay,analisis_essay-9,0.12,0.17033073,0.19798566,0.24485041,0.22246148
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan empat sehat lima sempurna yakni makanan yang mengandung karbohidrat contohnya nasi atau gandum protein contohnya ikan atau daging vitamin contohnya buah buahan dan zat besi contohnya sayur sayuran di tambah dengan susu,30,analisis_essay,analisis_essay-9,0.3,0.5177018,0.5326578,0.49686295,0.508722
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,4 sehat 5 sempurna makanan pokok lauk pauk sayur mayur buah buahan disempurnakan dengan susu,41,analisis_essay,analisis_essay-9,0.41,0.34971476,0.3708119,0.44140708,0.5289029
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan yang memenuhi syarat sehat dan ditambahi susu untuk sempurna,23,analisis_essay,analisis_essay-9,0.23,0.18434776,0.21149027,0.24800198,0.27230993
