question,reference_answer,answer,normalized_score,dataset_num,predicted_score_0_True,predicted_score_0_False,predicted_score_1_True,predicted_score_1_False,predicted_score_2_True,predicted_score_2_False
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,mandi sebelum brangkat kuliah atau kekantor jangan berinteraksi dengan komputer secara terus menerus regangkan otot otot ketika sudah mulai lelah minum air putih,0.23,analisis_essay-4,0.18167628,0.17097877,0.15577467,0.36150742,0.1325798,0.0627439
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,tidur ke mall makan nonton film mendengarkan musik jalan jalan,0.21,analisis_essay-4,0.14007668,0.017929643,0.19154249,0.4848593,0.11913614,0.052301653
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,nyalakan lilin duduk di alam terbuka mendengarkan kata kata yang menginspirasi membaca menulis setiap 15 menit sekali menatap ke luar mendrngarkan lagu mengobrol bersama teman,0.12,analisis_essay-4,0.201578,0.17385979,0.23691271,0.4673289,0.19410881,0.06724758
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,berolahraga kuliner curhat melakukan hal bermanfaat manjakan diri kamu setelah deadline ubah lingkungan sekitar istirahat saat mulai jenuh gabungkan tugas dengan sesuatu yang kamu sukai,0.12,analisis_essay-4,0.06114645,0.26896283,0.13710053,0.17462006,0.1255865,0.0674069
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,melihat novie,0.07,analisis_essay-4,-0.0028943457,-0.098483264,0.07533257,0.13736716,0.023376564,0.04758005
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,berdoa sebelum mengawali pekerjaan makan secara teratur minum secara teratur istirahatkan badan jika terasa capek istirahatkan mata jika terasa pedih jangan tidur terlalu malam jadikan belajar sebagai kegiatan yang menyenangkan sering lihat pemandangan di luar ruangan,0.23,analisis_essay-4,0.27450955,0.27932006,0.21606031,0.3149306,0.24203967,0.07658229
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,digunakan untuk transfer data berupa file dan data,0.29,analisis_essay-40,0.23040017,0.20718957,0.2485386,0.12458705,0.2186484,0.16128951
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi personal area networks atau pan tanpa kabel bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar menukar informasi di antara peralatan peralatan spesifiksi dari peralatan bluetooth ini dikembangkan dan didistribusikan oleh kelompok bluetooth special interest group,0.64,analisis_essay-40,0.49534002,0.47480077,0.49603683,0.17137074,0.44263634,0.14223567
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya bluetooth umumnya digunakan di handphone komputer atau pc tablet dan lain lain,0.29,analisis_essay-40,0.31605124,0.541118,0.30968803,0.019058593,0.36550543,0.121565185
Apa yang dimaksud dengan Bluetooth? ,bluetooth adalah perangkat yang menjadi media tukar menukar menerima mengirim informasi di antara peralatan eketronik bluetooth merupakan media tanpa kabel biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone,bluetooth adalah teknologi jaringan tanpa kabel yang berjarak pendek untuk menghubungkan 2 alat,0.29,analisis_essay-40,0.3179581,0.46017492,0.3030963,0.17353809,0.29444885,0.14185455
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,membuat daftar belanjaan tidak membeli barang tidak berguna membawa uang pas memilih barang yang tepat,0.22,analisis_essay-5,0.18171915,0.42786238,0.25856242,0.27730197,0.24541758,0.051194638
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,1 memperhatikan uang di dompet 2 membeli barang secukupnya 3 mencatat barang barang yang mau di beli 4 membeli barang yang harga murah 5 menuju tempat penjual yang dekat 6 menghindari tempat yang rame,0.3,analisis_essay-5,0.37520996,0.6396758,0.27677083,0.34374064,0.3327913,0.148218
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,jangan terlalu menghabiskan uang untuk satu barang belanjalah jika ada banyak diskon belanja seperlunya dan direncanakan ingin belanja apa saja hemat jangan belanja tergantung pada satu toko saja,0.3,analisis_essay-5,0.32795578,0.37972525,0.24861215,0.22437006,0.25787708,0.0682225
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,memilih barang sesuai dengan kebutuhan,0.13,analisis_essay-5,0.11483472,0.26518852,0.14564033,0.23572516,0.1540473,-0.0057823397
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,meneliti apa yang dibutuhkan,0.08,analisis_essay-5,0.14347993,0.14482701,0.0403997,0.24534822,0.0710799,0.035040457
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,pilih barang sesuai kebutuhan cek barang yang akan di beli cek kadaluarsa barang hindari belanja online jika tidak mengerti beli barang sesuai uang yang dibawa hindari membeli barang secara terburu buru,0.45,analisis_essay-5,0.24643351,0.4758528,0.313716,0.34827682,0.3051862,0.09889554
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,hedonism adalah pandangan bahwa kesenangan merupakan tujuan hidup dan tindakan manusia,0.22,analisis_essay-6,0.3752638,0.50592136,0.25859421,-0.019764327,0.30192617,0.11202527
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup mewah gaya hidup yang berlebihan tak sesuai dengan pendapatan,0.26,analisis_essay-6,0.24395691,0.35282096,0.18659557,0.3549038,0.17375474,0.13983676
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup yang boros dan mengikuti trend yang sedang naik,0.23,analisis_essay-6,0.18895797,0.28459227,0.15590945,0.26164028,0.1313142,0.1352216
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hedonism adalah pandangan hidup yang menganggap bahwa kesenangan dan kenikmatan materi adalah tujuan utama hidup,0.42,analisis_essay-6,0.47161815,0.60304636,0.35314777,0.0027366653,0.39444175,0.118576504
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup hedonism adalah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,0.1,analisis_essay-6,0.15402776,0.43373385,0.14166719,-0.03277784,0.15948553,0.15443334
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,saya tidak tahu,0.0,analisis_essay-6,0.03114437,-0.009882823,-0.015524693,-0.050171293,0.026495667,0.07219119
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,tujuh keajaiban dunian yang berada di indonesia,0.08,analisis_essay-7,0.09861098,0.03604175,0.072944984,0.16255763,0.040444702,0.12155723
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi yang berbasis agama budha masuk sebagai 7 keajaiban dunia dibangun pada masa raja syailendra ditemukan pertama kalinya oleh peneliti asal belanda terletak di magelang daerah istimewa yogyakarta,0.42,analisis_essay-7,0.33396226,0.36282182,0.32275534,0.015559591,0.28242612,0.15585065
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,sejarah candi borobudur adalah sebuah candi yang berada di daerah istimewa yogyakarta jawa tengah,0.19,analisis_essay-7,0.22481073,0.49885428,0.25058526,-0.20354655,0.22693498,0.1486958
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudur terletak di jawa tengah,0.13,analisis_essay-7,0.18868698,0.23449594,0.14054911,-0.18734151,0.12548144,0.13190019
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800 an masehi pada masa pemerintahan wangsa syailendra,0.81,analisis_essay-7,0.8895465,0.8476963,0.803425,-0.12064754,0.7231206,0.019500569
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,prambanan,0.0,analisis_essay-7,0.068001166,-0.03055454,0.06265009,0.03349697,-0.0002708938,0.041225664
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tidak boleh pulang malam over protective memonitoring orang tua jujur dan adil,0.2,analisis_essay-8,0.24029833,0.10957354,0.18860082,0.34740573,0.140475,0.07710778
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,respek dan kebebasan pribadi jadikan rumah tangga nyaman dan menarik hargai kemandiriannya diskusikan tentang berbagai masalah berikan rasa aman kasih sayang dan perhatian anak anak lain perlu di mengerti beri contoh perkawinan yang bahagia,0.26,analisis_essay-8,0.42803565,0.38499963,0.4099741,0.31061843,0.47877482,0.06843092
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,memahami apa artinya hidup mengajarkan norma agama mengajarkan norma asusila mengajarkan norma sosial mengajarkan batas batasan yang ada,0.27,analisis_essay-8,0.2828409,0.2682979,0.23855953,0.3510096,0.22272864,0.08010394
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tegas disiplin bijaksana arif jujur ramah beriman,0.12,analisis_essay-8,0.19400737,0.12179439,0.13880952,0.2188189,0.120806724,0.06237825
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengawasi teman teman anaknya memberikan pengetahuan dan pengarahan tentang pergaulan remaja mengawasi gadget anaknya masing masing agar dapat mengontrol pergaulan anak mengajak anak untuk senantiasa berbuat baik tidak memarahi anak melainkan memberikan nasehat mengajarkan anak untuk selalu bertanggungjawab dengan kewajibannya memberikan hak anak sesuai dengan haknya,0.43,analisis_essay-8,0.4470599,0.5133699,0.38575608,0.34594923,0.49652633,0.05795289
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,jangan bercerai dengan istri suami mengontrol sikapnya tehadap orang tua memberikan ilmu agama kepadanya memberikan kasih sayang terhadap anak mempererat hubungan antara orang tua dan anak mengetahui prilaku dari temannya mengetahui kegiatan sehari hari yang dilakukan temannya,0.53,analisis_essay-8,0.38124794,0.48793703,0.3606575,0.35374105,0.45134947,0.027242586
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan dengan gizi yang seimbang dan cukup untuk tubuh,0.19,analisis_essay-9,0.10749313,0.2977938,0.12157304,-0.055808894,0.124016985,0.090725355
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,4 sehat 5 sempurna adalah makanan pokok lauk pauk buah buahan sayuran susu,0.41,analisis_essay-9,0.34834698,0.62617874,0.3280579,-0.068739824,0.45403478,0.1278018
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan yang mengandung banyak nutrisi bagi tubuh kita agar tubuh menjadi sehat,0.12,analisis_essay-9,0.19798566,0.38503256,0.24485041,-0.13080293,0.22246148,0.117542975
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan empat sehat lima sempurna yakni makanan yang mengandung karbohidrat contohnya nasi atau gandum protein contohnya ikan atau daging vitamin contohnya buah buahan dan zat besi contohnya sayur sayuran di tambah dengan susu,0.3,analisis_essay-9,0.5326578,0.6378905,0.49686295,-0.09691214,0.508722,0.17595655
